Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2016,155,Bounty Hunters,"$31,918,573",-,-,"$31,918,573",100%
2016,156,Ae Dil Hai Mushkil,"$31,668,920","$4,264,983",13.5%,"$27,403,937",86.5%
2016,157,Assassination Classroom: The Graduation,"$31,352,921",-,-,"$31,352,921",100%
2016,158,Perfect Strangers,"$31,254,929",-,-,"$31,254,929",100%
2016,159,Billy Lynn's Long Halftime Walk,"$31,131,078","$1,738,477",5.6%,"$29,192,507",93.8%
2016,160,Pandora,"$30,896,701",-,-,"$30,896,701",100%
2016,161,When the Bough Breaks,"$30,797,235","$29,747,603",96.6%,"$910,784",3%
2016,162,Norm of the North,"$30,734,502","$17,062,499",55.5%,"$13,672,003",44.5%
2016,163,S Storm,"$30,381,402",-,-,"$30,381,402",100%
2016,164,Nocturnal Animals,"$30,344,064","$10,663,357",35.1%,"$19,648,500",64.8%
2016,165,A Silent Voice: The Movie,"$30,277,098","$310,407",1%,"$29,966,691",99%
2016,166,Keeping Up with the Joneses,"$29,918,745","$14,904,426",49.8%,"$15,014,319",50.2%
2016,167,Jackie,"$29,777,777","$13,960,394",46.9%,"$15,817,383",53.1%
2016,168,Masterminds,"$29,674,699","$17,368,022",58.5%,"$12,306,677",41.5%
2016,169,Flight Crew,"$29,171,110",-,-,"$29,171,110",100%
2016,170,Viking,"$29,161,298",-,-,"$29,161,298",100%
2016,171,M.S. Dhoni: The Untold Story,"$28,903,047","$1,801,550",6.2%,"$27,101,497",93.8%
2016,172,Fan,"$28,459,921","$2,300,000",8.1%,"$25,940,000",91.1%
2016,173,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!","$28,110,245",-,-,"$28,110,245",100%
2016,174,Welcome to Germany,"$28,036,021",-,-,"$28,036,021",100%
2016,175,The Brothers Grimsby,"$27,979,040","$6,874,837",24.6%,"$21,104,203",75.4%
2016,176,When Larry Meets Mary,"$27,863,090",-,-,"$27,863,090",100%
2016,177,Yesterday Once More,"$27,413,790",-,-,"$27,413,790",100%
2016,178,A Beautiful Planet,"$26,229,734","$15,650,615",59.7%,"$10,079,505",38.4%
2016,179,The Light Between Oceans,"$25,975,621","$12,545,979",48.3%,"$13,429,642",51.7%
2016,180,Mr. Donkey,"$25,537,759","$356,255",1.4%,"$25,181,504",98.6%
2016,181,Born in China,"$25,081,168","$13,873,211",55.3%,"$11,207,957",44.7%
2016,182,Free State of Jones,"$25,072,408","$20,810,036",83%,"$4,225,914",16.9%
2016,183,Race,"$25,070,261","$19,206,207",76.6%,"$5,864,054",23.4%
2016,184,Call of Heroes,"$25,040,561",-,-,"$25,040,561",100%
2016,185,Whiskey Tango Foxtrot,"$24,972,139","$23,083,334",92.4%,"$1,888,805",7.6%
2016,186,Soulmate,"$24,684,439",-,-,"$24,684,439",100%
2016,187,The Snow Queen 3: Fire and Ice,"$24,644,317",-,-,"$24,644,317",100%
2016,188,God's Not Dead 2,"$24,487,848","$20,774,575",84.8%,"$3,713,273",15.2%
2016,189,Camping 3,"$24,224,579",-,-,"$24,224,579",100%
2016,190,The Founder,"$24,121,245","$12,786,053",53%,"$11,335,192",47%
2016,191,Bad Santa 2,"$24,079,268","$17,782,178",73.8%,"$6,297,090",26.2%
2016,192,Spirits' Homecoming,"$23,857,217","$125,616",0.5%,"$23,731,601",99.5%
2016,193,Silence,"$23,834,809","$7,100,177",29.8%,"$16,734,632",70.2%
2016,194,Kevin Hart: What Now?,"$23,591,043","$23,591,043",100%,-,-
2016,195,No manches Frida,"$23,540,937","$11,528,613",49%,"$12,012,324",51%
2016,196,Middle School: The Worst Years of My Life,"$23,316,139","$20,007,149",85.8%,"$3,308,990",14.2%
2016,197,Triple 9,"$23,177,948","$12,639,297",54.5%,"$10,538,651",45.5%
2016,198,Rock Dog,"$23,139,802","$9,420,546",40.7%,"$13,719,256",59.3%
2016,199,The Choice,"$23,064,015","$18,730,891",81.2%,"$4,333,124",18.8%
2016,200,Penny Pincher!,"$22,955,486",-,-,"$22,955,486",100%
2017,1,Star Wars: Episode VIII - The Last Jedi,"$1,332,539,889","$620,181,382",46.5%,"$712,358,507",53.5%
2017,2,Beauty and the Beast,"$1,263,521,126","$504,014,165",39.9%,"$759,506,961",60.1%
2017,3,The Fate of the Furious,"$1,236,005,118","$226,008,385",18.3%,"$1,009,996,733",81.7%
2017,4,Despicable Me 3,"$1,034,799,409","$264,624,300",25.6%,"$770,175,109",74.4%
2017,5,Jumanji: Welcome to the Jungle,"$962,077,546","$404,515,480",42%,"$557,562,066",58%
2017,6,Spider-Man: Homecoming,"$880,166,924","$334,201,140",38%,"$545,965,784",62%
2017,7,Wolf Warrior 2,"$870,325,439","$2,721,100",0.3%,"$867,604,339",99.7%
2017,8,Guardians of the Galaxy Vol. 2,"$863,756,051","$389,813,101",45.1%,"$473,942,950",54.9%
2017,9,Thor: Ragnarok,"$853,977,126","$315,058,289",36.9%,"$538,918,837",63.1%
2017,10,Wonder Woman,"$822,963,408","$412,563,408",50.1%,"$410,400,000",49.9%
2017,11,Coco,"$807,816,196","$210,460,015",26.1%,"$597,356,181",73.9%
2017,12,Pirates of the Caribbean: Dead Men Tell No Tales,"$794,861,794","$172,558,876",21.7%,"$622,302,918",78.3%
2017,13,It,"$702,781,748","$327,481,748",46.6%,"$375,300,000",53.4%
2017,14,Justice League,"$661,324,295","$229,024,295",34.6%,"$432,300,000",65.4%
2017,15,Logan,"$622,034,375","$226,277,068",36.4%,"$392,744,368",63.1%
2017,16,Transformers: The Last Knight,"$605,425,157","$130,168,683",21.5%,"$475,256,474",78.5%
2017,17,Kong: Skull Island,"$568,652,812","$168,052,812",29.6%,"$400,600,000",70.4%
2017,18,The Boss Baby,"$530,646,051","$175,003,033",33%,"$352,962,903",66.5%
2017,19,Dunkirk,"$526,045,546","$188,045,546",35.7%,"$338,000,000",64.3%
2017,20,War for the Planet of the Apes,"$500,776,533","$146,880,162",29.3%,"$343,839,601",68.7%
2017,21,The Greatest Showman,"$434,993,183","$174,340,174",40.1%,"$260,653,009",59.9%
2017,22,Kingsman: The Golden Circle,"$410,902,662","$100,234,838",24.4%,"$310,667,824",75.6%
2017,23,The Mummy,"$409,272,169","$80,227,895",19.6%,"$329,003,712",80.4%
2017,24,Cars 3,"$383,930,656","$152,901,115",39.8%,"$231,029,541",60.2%
2017,25,Fifty Shades Darker,"$381,545,846","$114,581,250",30%,"$266,964,596",70%
2017,26,Murder on the Orient Express,"$352,789,811","$102,826,543",29.1%,"$249,963,268",70.9%
2017,27,xXx: Return of Xander Cage,"$346,686,943","$44,898,413",13%,"$301,219,864",86.9%
2017,28,Never Say Die,"$334,530,869",-,-,"$334,530,869",100%
2017,29,The Lego Batman Movie,"$312,150,384","$175,750,384",56.3%,"$136,400,000",43.7%
2017,30,The Ex-File 3: Return of the Exes,"$307,592,427","$838,959",0.3%,"$306,753,468",99.7%
2017,31,Annabelle: Creation,"$306,592,201","$102,092,201",33.3%,"$204,500,000",66.7%
2017,32,Wonder,"$305,937,718","$132,422,809",43.3%,"$173,514,909",56.7%
2017,33,Ferdinand,"$296,069,199","$84,410,380",28.5%,"$211,658,819",71.5%
2017,34,Split,"$278,475,934","$138,291,365",49.7%,"$140,162,993",50.3%
2017,35,Blade Runner 2049,"$259,154,159","$92,054,159",35.5%,"$167,100,000",64.5%
2017,36,Kung Fu Yoga,"$257,743,016","$362,657",0.1%,"$257,380,359",99.9%
2017,37,Get Out,"$255,407,969","$176,040,665",68.9%,"$79,367,304",31.1%
2017,38,Baahubali 2: The Conclusion,"$254,158,390","$20,186,659",7.9%,"$233,971,731",92.1%
2017,39,Journey to the West: The Demons Strike Back,"$247,585,244","$880,346",0.4%,"$246,704,898",99.6%
2017,40,Alien: Covenant,"$242,512,891","$74,262,031",30.6%,"$166,629,732",68.7%
2017,41,Paddington 2,"$227,291,591","$40,891,591",18%,"$186,400,000",82%
2017,42,Youth,"$227,091,290","$1,891,956",0.8%,"$225,199,334",99.2%
2017,43,Baby Driver,"$226,945,087","$107,825,862",47.5%,"$119,119,225",52.5%
2017,44,Valerian and the City of a Thousand Planets,"$225,874,228","$41,189,488",18.2%,"$184,684,740",81.8%
2017,45,Geostorm,"$221,900,160","$33,700,160",15.2%,"$188,200,000",84.8%
2017,46,The Emoji Movie,"$217,909,872","$86,089,513",39.5%,"$131,687,133",60.4%
2017,47,A Dog's Purpose,"$205,035,819","$64,508,620",31.5%,"$140,527,199",68.5%
2017,48,Smurfs: The Lost Village,"$197,351,493","$45,020,282",22.8%,"$152,163,264",77.1%
2017,49,The Shape of Water,"$196,047,800","$63,859,435",32.6%,"$131,384,029",67%
2017,50,The Hitman's Bodyguard,"$188,358,361","$75,468,583",40.1%,"$107,946,600",57.3%
2017,51,Pitch Perfect 3,"$185,410,785","$104,897,530",56.6%,"$80,502,815",43.4%
2017,52,Daddy's Home 2,"$180,655,597","$104,029,443",57.6%,"$76,583,737",42.4%
2017,53,The Post,"$180,555,413","$81,903,458",45.4%,"$97,865,999",54.2%
2017,54,Baywatch,"$177,856,751","$58,060,186",32.6%,"$119,796,565",67.4%
2017,55,John Wick: Chapter 2,"$171,539,887","$92,029,184",53.6%,"$79,510,703",46.4%
2017,56,Ghost in the Shell,"$169,801,921","$40,563,557",23.9%,"$129,238,364",76.1%
2017,57,"Three Billboards Outside Ebbing, Missouri","$161,097,840","$54,513,740",33.8%,"$105,546,323",65.5%
2017,58,Duckweed,"$152,894,264","$471,575",0.3%,"$152,422,689",99.7%
2017,59,Darkest Hour,"$150,847,207","$56,468,410",37.4%,"$94,378,797",62.6%
2017,60,King Arthur: Legend of the Sword,"$149,175,066","$39,175,066",26.3%,"$110,000,000",73.7%
2017,61,The Foreigner,"$145,467,675","$34,393,507",23.6%,"$110,980,592",76.3%
2017,62,Power Rangers,"$142,337,240","$85,364,450",60%,"$56,972,790",40%
2017,63,Girls Trip,"$140,552,359","$115,171,585",81.9%,"$25,380,774",18.1%
2017,64,American Made,"$134,907,278","$51,342,000",38.1%,"$83,524,593",61.9%
2017,65,A Bad Moms Christmas,"$130,655,561","$72,110,659",55.2%,"$58,449,769",44.7%
2017,66,Captain Underpants: The First Epic Movie,"$129,135,077","$73,921,000",57.2%,"$51,506,681",39.9%
2017,67,Happy Death Day,"$125,479,266","$55,683,845",44.4%,"$69,795,421",55.6%
2017,68,The Lego Ninjago Movie,"$123,681,555","$59,281,555",47.9%,"$64,400,000",52.1%
2017,69,Secret Superstar,"$122,026,260",-,-,"$122,026,260",100%
2017,70,The Commuter,"$119,943,031","$36,343,858",30.3%,"$83,598,529",69.7%
2017,71,Forever Young,"$119,055,731",-,-,"$119,055,731",100%
2017,72,The Dark Tower,"$113,232,316","$50,701,325",44.8%,"$62,529,753",55.2%
2017,73,Buddies in India,"$110,155,128","$293,194",0.3%,"$109,861,934",99.7%
2017,74,Along With the Gods: The Two Worlds,"$109,383,972","$1,908,823",1.7%,"$107,475,149",98.3%
2017,75,Immortal Demon Slayer,"$103,818,506",-,-,"$103,818,506",100%
2017,76,Jigsaw,"$102,952,888","$38,052,832",37%,"$64,900,056",63%
2017,77,Life,"$100,541,806","$30,234,022",30.1%,"$70,307,784",69.9%
2017,78,Atomic Blonde,"$100,014,025","$51,687,870",51.7%,"$48,326,155",48.3%
2017,79,Legend of the Demon Cat,"$97,051,623",-,-,"$97,051,623",100%
2017,80,The Shack,"$96,942,115","$57,386,418",59.2%,"$39,555,697",40.8%
2017,81,Chasing the Dragon,"$87,965,942","$456,854",0.5%,"$87,509,088",99.5%
2017,82,Tiger Zinda Hai,"$87,354,947","$5,560,921",6.4%,"$81,759,079",93.6%
2017,83,A Taxi Driver,"$86,252,940","$1,527,829",1.8%,"$84,725,111",98.2%
2017,84,Going in Style,"$85,218,541","$45,018,541",52.8%,"$40,200,000",47.2%
2017,85,Rings,"$83,080,890","$27,793,018",33.5%,"$55,287,872",66.5%
2017,86,Once Upon A Time,"$82,886,178","$485,728",0.6%,"$82,400,450",99.4%
2017,87,Paradox,"$79,226,860",-,-,"$79,226,860",100%
2017,88,Lady Bird,"$79,091,059","$48,958,273",61.9%,"$30,007,338",37.9%
2017,89,Fantastica: A Boonie Bears Adventure,"$77,151,096",-,-,"$77,151,096",100%
2017,90,The Nut Job 2: Nutty by Nature,"$68,743,485","$28,370,522",41.3%,"$40,372,963",58.7%
2017,91,American Assassin,"$67,234,188","$36,249,674",53.9%,"$30,984,514",46.1%
2017,92,Victoria & Abdul,"$66,558,465","$22,245,070",33.4%,"$44,313,395",66.6%
2017,93,Suck Me Shakespeer 3,"$64,236,772",-,-,"$64,236,772",100%
2017,94,Detective Conan: Crimson Love Letter,"$63,144,805",-,-,"$63,144,805",100%
2017,95,The Mountain Between Us,"$63,041,296","$30,348,555",48.1%,"$32,483,654",51.5%
2017,96,The Star,"$62,812,974","$40,852,824",65%,"$21,960,150",35%
2017,97,How to Be a Latin Lover,"$62,547,032","$32,149,404",51.4%,"$30,397,628",48.6%
2017,98,47 Meters Down,"$62,187,529","$44,307,191",71.2%,"$17,880,338",28.8%
2017,99,"Everything, Everything","$61,721,140","$34,121,140",55.3%,"$27,600,000",44.7%
2017,100,Doraemon: Great Adventure in the Antarctic Kachi Kochi,"$61,153,455",-,-,"$61,153,455",100%
2017,101,Snatched,"$60,845,711","$45,852,178",75.4%,"$14,993,533",24.6%
2017,102,The Founding of an Army,"$60,600,361",-,-,"$60,600,361",100%
2017,103,My Little Pony: The Movie,"$60,330,833","$21,885,107",36.3%,"$38,445,726",63.7%
2017,104,Molly's Game,"$59,371,126","$28,780,744",48.5%,"$30,503,271",51.4%
2017,105,Xian yi ren X de xian shen,"$59,035,664","$686,435",1.2%,"$58,349,229",98.8%
2017,106,Shock Wave,"$58,824,459",-,-,"$58,824,459",100%
2017,107,Goldbuster,"$57,628,292","$186,135",0.3%,"$57,442,157",99.7%
2017,108,All the Money in the World,"$56,996,304","$25,113,707",44.1%,"$31,882,597",55.9%
2017,109,The Big Sick,"$56,411,585","$42,873,127",76%,"$13,538,458",24%
2017,110,Confidential Assignment,"$55,972,241","$475,618",0.8%,"$55,496,623",99.2%
2017,111,All Eyez on Me,"$55,668,698","$44,922,302",80.7%,"$10,746,396",19.3%
2017,112,Downsizing,"$55,014,168","$24,449,754",44.4%,"$30,554,136",55.5%
2017,113,"I, Tonya","$53,939,297","$30,014,539",55.6%,"$23,924,758",44.4%
2017,114,1987: When the Day Comes,"$53,834,292",-,-,"$53,834,292",100%
2017,115,The Outlaws,"$52,946,454",-,-,"$52,946,454",100%
2017,116,Bleeding Steel,"$48,825,526",-,-,"$48,825,526",100%
2017,117,Logan Lucky,"$48,453,605","$27,780,977",57.3%,"$20,672,628",42.7%
2017,118,Boo 2! A Madea Halloween,"$48,333,932","$47,319,572",97.9%,"$1,014,360",2.1%
2017,119,Sky Hunter,"$48,065,601",-,-,"$48,065,601",100%
2017,120,Phantom Thread,"$47,756,590","$21,198,205",44.4%,"$26,558,385",55.6%
2017,121,Rough Night,"$47,347,283","$22,105,643",46.7%,"$25,241,640",53.3%
2017,122,Son of Bigfoot,"$47,046,281","$289,308",0.6%,"$46,756,973",99.4%
2017,123,Three Seconds,"$46,596,415",-,-,"$46,596,415",100%
2017,124,The Thousand Faces of Dunjia,"$46,263,237","$124,187",0.3%,"$46,139,050",99.7%
2017,125,The Battleship Island,"$46,183,383","$1,104,957",2.4%,"$45,078,426",97.6%
2017,126,Hanson and the Beast,"$46,154,323",-,-,"$46,154,323",100%
2017,127,Gintama Live Action the Movie,"$45,746,967",-,-,"$45,746,967",100%
2017,128,Guilty of Mind,"$45,698,503",-,-,"$45,698,503",100%
2017,129,Flatliners,"$45,158,254","$16,883,115",37.4%,"$28,275,139",62.6%
2017,130,Bad Genius,"$44,560,421",-,-,"$44,560,421",100%
2017,131,Mother!,"$44,516,999","$17,800,004",40%,"$26,716,995",60%
2017,132,Wind River,"$43,980,821","$33,800,859",76.9%,"$10,179,962",23.1%
2017,133,Battle of Memories,"$43,892,362","$594,552",1.4%,"$43,297,810",98.6%
2017,134,The Snowman,"$43,155,261","$6,700,035",15.5%,"$36,455,226",84.5%
2017,135,Gifted,"$43,046,590","$24,801,212",57.6%,"$18,245,378",42.4%
2017,136,Loving Vincent,"$42,187,665","$6,735,118",16%,"$35,452,547",84%
2017,137,Call Me by Your Name,"$42,110,708","$18,095,701",43%,"$24,015,007",57%
2017,138,Mary and the Witch's Flower,"$41,978,431","$2,418,404",5.8%,"$39,560,027",94.2%
2017,139,T2 Trainspotting,"$41,695,531","$2,402,004",5.8%,"$39,279,742",94.2%
2017,140,Fist Fight,"$41,187,017","$32,187,017",78.1%,"$9,000,000",21.9%
2017,141,The Circle,"$40,656,399","$20,497,844",50.4%,"$20,158,555",49.6%
2017,142,Diary of a Wimpy Kid: The Long Haul,"$40,140,972","$20,738,724",51.7%,"$19,402,248",48.3%
2017,143,Brotherhood of Blades 2,"$39,966,092","$14,204",<0.1%,"$39,951,888",100%
2017,144,Midnight Runners,"$39,730,433",-,-,"$39,730,433",100%
2017,145,The King,"$37,886,707",-,-,"$37,886,707",100%
2017,146,Pokémon the Movie: I Choose You!,"$37,552,144","$2,401,722",6.4%,"$35,150,422",93.6%
2017,147,Home Again,"$37,270,721","$27,020,284",72.5%,"$10,250,437",27.5%
2017,148,The Adventurers,"$36,796,816","$216,556",0.6%,"$36,580,260",99.4%
2017,149,"Tad, the Lost Explorer, and the Secret of King Midas","$36,117,314","$5,874",<0.1%,"$35,698,172",98.8%
2017,150,Hostiles,"$35,669,017","$29,819,114",83.6%,"$5,849,903",16.4%
2017,151,Namiya,"$35,351,623","$70,814",0.2%,"$35,280,809",99.8%
2017,152,Destiny: The Tale of Kamakura,"$35,166,640",-,-,"$35,166,640",100%
2017,153,The Liquidator,"$35,046,130",-,-,"$35,046,130",100%
2017,154,Kidnap,"$34,814,102","$30,971,040",89%,"$3,843,062",11%
2017,155,R.A.I.D. Special Unit,"$34,598,750",-,-,"$34,598,750",100%
2017,156,The House,"$34,284,504","$25,584,504",74.6%,"$8,700,000",25.4%
2017,157,I Want to Eat Your Pancreas,"$33,748,006","$277,019",0.8%,"$33,470,987",99.2%
2017,158,Perfect Strangers,"$33,262,366","$1,014,507",3.1%,"$32,247,859",96.9%
2017,159,Sleepless,"$32,917,353","$20,783,704",63.1%,"$12,133,649",36.9%
2017,160,Hindi Medium,"$32,841,493",-,-,"$32,841,493",100%
2017,161,Steel Rain,"$32,783,733",-,-,"$32,783,733",100%
2017,162,The House That Never Dies II,"$32,433,588",-,-,"$32,433,588",100%
2017,163,The Invisible Guest,"$31,191,910",-,-,"$31,191,910",100%
2017,164,This Is Not What I Expected,"$30,996,615","$337,670",1.1%,"$30,658,945",98.9%
2017,165,The Last Warrior,"$30,618,274",-,-,"$30,618,274",100%
2017,166,Reset 2017 Re-release,"$29,949,252","$108,970",0.4%,"$29,840,282",99.6%
2017,167,The Bye Bye Man,"$29,874,280","$22,395,806",75%,"$7,478,474",25%
2017,168,The Disaster Artist,"$29,821,169","$21,120,616",70.8%,"$8,700,000",29.2%
2017,169,The Swindlers,"$29,721,916","$241,916",0.8%,"$29,480,000",99.2%
2017,170,Monster Family,"$29,607,396","$127,259",0.4%,"$27,762,849",93.8%
2017,171,Alibi.com,"$29,370,592",-,-,"$29,370,592",100%
2017,172,Sword Art Online the Movie: Ordinal Scale,"$29,322,339","$1,522,976",5.2%,"$27,799,363",94.8%
2017,173,Recep Ivedik 5,"$28,952,258",-,-,"$28,952,258",100%
2017,174,Judwaa 2,"$28,733,523","$1,431,255",5%,"$27,302,268",95%
2017,175,The Fortress,"$28,645,448","$252,895",0.9%,"$28,392,553",99.1%
2017,176,A Cure for Wellness,"$28,338,330","$8,106,986",28.6%,"$18,513,016",65.3%
2017,177,What Happened to Monday,"$27,975,429",-,-,"$27,975,429",100%
2017,178,The Beguiled,"$27,869,129","$10,709,995",38.4%,"$17,159,134",61.6%
2017,179,CHIPS,"$26,800,152","$18,600,152",69.4%,"$8,200,000",30.6%
2017,180,Only the Brave,"$26,351,322","$18,343,983",69.6%,"$8,007,339",30.4%
2017,181,Twenty Two,"$26,289,378","$46,796",0.2%,"$26,242,582",99.8%
2017,182,The Zookeeper's Wife,"$26,159,823","$17,571,660",67.2%,"$8,581,175",32.8%
2017,183,The Bride of Badrinath,"$26,134,309","$1,993,259",7.6%,"$24,141,050",92.4%
2017,184,A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,"$25,960,664",-,-,"$25,960,664",100%
2017,185,Love Off the Cuff,"$25,959,989",-,-,"$25,959,989",100%
2017,186,Father Figures,"$25,701,244","$17,501,244",68.1%,"$8,200,000",31.9%
2017,187,Fireworks,"$25,672,406","$525,280",2%,"$25,147,126",98%
2017,188,Money,"$25,403,753",-,-,"$25,403,753",100%
2017,189,Leap! 2017 Re-release,"$25,376,094","$21,858,070",86.1%,"$3,518,024",13.9%
2017,190,The Death of Stalin,"$24,646,055","$8,047,856",32.7%,"$16,598,199",67.3%
2017,191,The 8-Year Engagement,"$24,425,963",-,-,"$24,425,963",100%
2017,192,Jolly LLB 2,"$24,214,186","$1,654,254",6.8%,"$22,559,932",93.2%
2017,193,I Can Speak,"$24,024,444","$63,239",0.3%,"$23,961,205",99.7%
2017,194,Wish Upon,"$23,468,586","$14,301,505",60.9%,"$9,167,081",39.1%
2017,195,Detroit,"$23,355,100","$16,790,139",71.9%,"$6,564,961",28.1%
2017,196,Extraordinary Mission,"$22,757,764","$54,174",0.2%,"$22,703,590",99.8%
2017,197,The Glass Castle,"$22,088,533","$17,273,059",78.2%,"$4,815,474",21.8%
2017,198,Épouse-moi mon pote,"$21,572,822",-,-,"$21,571,464",100%
2017,199,The Prison,"$21,205,329","$207,481",1%,"$20,997,848",99%
2017,200,One Hundred Thousand Bad Jokes 2,"$20,460,352",-,-,"$20,460,352",100%
2018,1,Avengers: Infinity War,"$2,048,359,754","$678,815,482",33.1%,"$1,369,544,272",66.9%
2018,2,Black Panther,"$1,346,913,161","$700,059,566",52%,"$646,853,595",48%
2018,3,Jurassic World: Fallen Kingdom,"$1,308,467,944","$417,719,760",31.9%,"$890,748,184",68.1%
2018,4,Incredibles 2,"$1,242,805,359","$608,581,744",49%,"$634,223,615",51%
2018,5,Aquaman,"$1,157,280,847","$335,061,807",29%,"$816,900,000",70.6%
2018,6,Bohemian Rhapsody,"$911,197,681","$216,428,042",23.8%,"$687,227,217",75.4%
2018,7,Venom,"$856,090,640","$213,515,506",24.9%,"$642,569,645",75.1%
2018,8,Mission: Impossible - Fallout,"$791,115,104","$220,159,104",27.8%,"$570,956,000",72.2%
2018,9,Deadpool 2,"$734,546,611","$318,491,426",43.4%,"$416,055,185",56.6%
2018,10,Fantastic Beasts: The Crimes of Grindelwald,"$655,755,901","$159,555,901",24.3%,"$496,200,000",75.7%
2018,11,Ant-Man and the Wasp,"$622,674,139","$216,648,740",34.8%,"$406,025,399",65.2%
2018,12,Ready Player One,"$583,490,172","$137,690,172",23.6%,"$445,800,000",76.4%
2018,13,Operation Red Sea,"$579,330,426","$1,543,547",0.3%,"$577,786,879",99.7%
2018,14,Detective Chinatown 2,"$544,185,156","$1,983,984",0.4%,"$542,201,172",99.6%
2018,15,Ralph Breaks the Internet,"$529,323,962","$201,091,711",38%,"$328,232,251",62%
2018,16,The Meg,"$529,243,742","$145,443,742",27.5%,"$383,800,000",72.5%
2018,17,Hotel Transylvania 3: Summer Vacation,"$528,583,774","$167,510,016",31.7%,"$361,073,758",68.3%
2018,18,The Grinch,"$513,896,332","$271,478,510",52.8%,"$240,975,007",46.9%
2018,19,Bumblebee,"$467,989,645","$127,195,589",27.2%,"$340,794,056",72.8%
2018,20,Dying to Survive,"$451,176,639",-,-,"$451,176,639",100%
2018,21,A Star Is Born,"$436,388,866","$215,288,866",49.3%,"$221,100,000",50.7%
2018,22,Rampage,"$428,128,233","$101,028,233",23.6%,"$327,100,000",76.4%
2018,23,Mamma Mia! Here We Go Again,"$395,044,706","$120,634,935",30.5%,"$274,409,771",69.5%
2018,24,Solo: A Star Wars Story,"$392,924,807","$213,767,512",54.4%,"$179,157,295",45.6%
2018,25,Spider-Man: Into the Spider-Verse,"$375,582,637","$190,241,310",50.7%,"$185,341,327",49.3%
2018,26,Fifty Shades Freed,"$372,364,704","$100,407,760",27%,"$271,577,258",72.9%
2018,27,Hello Mr. Billionaire,"$366,961,907",-,-,"$366,961,907",100%
2018,28,The Nun,"$366,050,119","$117,450,119",32.1%,"$248,600,000",67.9%
2018,29,Monster Hunt 2,"$361,682,618","$706,153",0.2%,"$360,976,465",99.8%
2018,30,Peter Rabbit,"$352,051,366","$115,253,424",32.7%,"$236,013,009",67%
2018,31,Mary Poppins Returns,"$349,537,494","$171,958,438",49.2%,"$177,579,056",50.8%
2018,32,A Quiet Place,"$340,939,361","$188,024,361",55.1%,"$152,915,000",44.9%
2018,33,Green Book,"$321,752,656","$85,080,171",26.4%,"$236,672,485",73.6%
2018,34,Skyscraper,"$304,870,341","$68,420,120",22.4%,"$236,448,841",77.6%
2018,35,Ocean's Eight,"$297,718,711","$140,218,711",47.1%,"$157,500,000",52.9%
2018,36,Pacific Rim: Uprising,"$290,937,069","$59,874,525",20.6%,"$231,055,623",79.4%
2018,37,Maze Runner: The Death Cure,"$289,781,991","$58,032,443",20%,"$230,142,892",79.4%
2018,38,Tomb Raider,"$274,950,803","$58,250,803",21.2%,"$216,700,000",78.8%
2018,39,Halloween,"$255,499,791","$159,342,015",62.4%,"$96,143,163",37.6%
2018,40,Crazy Rich Asians,"$239,032,921","$174,532,921",73%,"$64,500,000",27%
2018,41,Smallfoot,"$217,940,103","$83,240,103",38.2%,"$134,700,000",61.8%
2018,42,Creed II,"$214,215,889","$115,715,889",54%,"$98,500,000",46%
2018,43,Us and Them,"$209,221,380",-,-,"$209,221,380",100%
2018,44,The Island,"$198,326,350","$670,883",0.3%,"$197,655,467",99.7%
2018,45,Christopher Robin,"$197,744,377","$99,215,042",50.2%,"$98,529,335",49.8%
2018,46,The Equalizer 2,"$190,400,157","$102,084,362",53.6%,"$88,315,795",46.4%
2018,47,Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%
2018,48,The Mule,"$174,804,407","$103,804,407",59.4%,"$71,000,000",40.6%
2018,49,The Nutcracker and the Four Realms,"$173,961,069","$54,858,851",31.5%,"$119,102,218",68.5%
2018,50,Insidious: The Last Key,"$167,885,588","$67,745,330",40.4%,"$100,140,258",59.6%
2018,51,The Predator,"$160,542,134","$51,024,708",31.8%,"$109,517,426",68.2%
2018,52,Johnny English Strikes Again,"$158,973,973","$4,412,170",2.8%,"$154,558,606",97.2%
2018,53,Red Sparrow,"$151,593,558","$46,874,505",30.9%,"$104,698,129",69.1%
2018,54,More Than Blue,"$142,958,164","$722,669",0.5%,"$142,235,495",99.5%
2018,55,The First Purge,"$137,057,833","$69,488,745",50.7%,"$67,567,517",49.3%
2018,56,How Long Will I Love U,"$136,796,719","$746,933",0.5%,"$136,049,786",99.5%
2018,57,A Wrinkle in Time,"$132,675,864","$100,478,608",75.7%,"$32,197,256",24.3%
2018,58,The House with a Clock in Its Walls,"$131,469,575","$68,549,695",52.1%,"$62,907,452",47.8%
2018,59,Instant Family,"$120,582,747","$67,363,237",55.9%,"$53,192,964",44.1%
2018,60,A Cool Fish,"$118,153,135","$551,876",0.5%,"$117,601,259",99.5%
2018,61,Game Night,"$117,679,066","$69,179,066",58.8%,"$48,500,000",41.2%
2018,62,Dragon Ball Super: Broly,"$115,750,445","$30,712,119",26.5%,"$85,038,326",73.5%
2018,63,The Monkey King 3,"$115,084,576","$187,074",0.2%,"$114,897,502",99.8%
