Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2023,28,Migration,"$207,563,430","$101,594,395",48.9%,"$105,969,035",51.1%
2023,29,Trolls Band Together,"$206,118,937","$102,280,575",49.6%,"$103,781,141",50.4%
2023,30,PAW Patrol: The Mighty Movie,"$202,231,360","$65,231,360",32.3%,"$137,000,000",67.7%
2023,31,The Marvels,"$195,163,914","$84,500,223",43.3%,"$110,663,691",56.7%
2023,32,The Equalizer 3,"$191,060,949","$92,373,751",48.3%,"$98,687,198",51.7%
2023,33,Insidious: The Red Door,"$189,086,877","$82,156,962",43.4%,"$106,929,915",56.6%
2023,34,Teenage Mutant Ninja Turtles: Mutant Mayhem,"$181,721,383","$118,613,586",65.3%,"$61,900,000",34.1%
2023,35,Scream VI,"$169,332,802","$108,161,389",63.9%,"$60,800,000",35.9%
2023,36,The Boy and the Heron,"$164,250,473","$44,213,946",26.9%,"$120,036,527",73.1%
2023,37,Killers of the Flower Moon,"$156,670,754","$67,670,754",43.2%,"$89,000,000",56.8%
2023,38,Evil Dead Rise,"$147,033,054","$67,233,054",45.7%,"$79,800,000",54.3%
2023,39,The Exorcist: Believer,"$136,498,027","$65,537,395",48%,"$70,721,213",51.8%
2023,40,Shazam! Fury of the Gods,"$134,038,006","$57,638,006",43%,"$76,400,000",57%
2023,41,Blue Beetle,"$130,788,072","$72,488,072",55.4%,"$58,300,000",44.6%
2023,42,Anyone But You,"$127,818,085","$71,977,883",56.3%,"$55,840,202",43.7%
2023,43,A Haunting in Venice,"$122,438,623","$42,471,412",34.7%,"$79,819,044",65.2%
2023,44,Gran Turismo,"$121,987,663","$44,428,554",36.4%,"$77,559,109",63.6%
2023,45,Haunted Mansion,"$117,514,829","$67,653,287",57.6%,"$49,796,503",42.4%
2023,46,Saw X,"$111,822,402","$53,607,898",47.9%,"$58,214,504",52.1%
2023,47,Detective Conan: Black Iron Submarine,"$106,770,959",-,-,"$106,770,959",100%
2023,48,Godzilla Minus One,"$104,695,778","$55,768,080",53.3%,"$48,927,698",46.7%
2023,49,The Creator,"$104,272,136","$40,774,679",39.1%,"$63,497,457",60.9%
2023,50,12.12: The Day,"$95,782,763",-,-,"$95,782,763",100%
2023,51,Air,"$93,206,647","$52,460,106",56.3%,"$37,600,000",40.3%
2023,52,Animal,"$92,865,551","$15,004,482",16.2%,"$77,861,069",83.8%
2023,53,Talk to Me,"$92,039,206","$48,299,436",52.5%,"$43,739,770",47.5%
2023,54,Cocaine Bear,"$88,314,672","$64,670,240",73.2%,"$23,644,432",26.8%
2023,55,No Hard Feelings,"$87,256,407","$50,452,282",57.8%,"$36,804,125",42.2%
2023,56,The Roundup: No Way Out,"$83,410,298","$909,411",1.1%,"$82,500,887",98.9%
2023,57,The Pope's Exorcist,"$76,987,621","$20,009,380",26%,"$56,978,241",74%
2023,58,Plane,"$74,515,586","$32,111,181",43.1%,"$42,404,405",56.9%
2023,59,Titanic 25 Year Anniversary,"$70,157,472","$15,033,795",21.4%,"$55,123,677",78.6%
2023,60,The Boogeyman,"$67,307,243","$43,244,282",64.2%,"$24,062,961",35.8%
2023,61,Frozen 2023 Re-release (Sing -A-Long),"$62,846,398",-,-,"$62,846,398",100%
2023,62,The Color Purple,"$62,279,533","$60,079,533",96.5%,"$2,200,000",3.5%
2023,63,65,"$60,730,568","$32,062,904",52.8%,"$28,667,664",47.2%
2023,64,Santocielo,"$58,512,077",-,-,"$58,512,077",100%
2023,65,Magic Mike's Last Dance,"$57,105,156","$26,005,156",45.5%,"$31,100,000",54.5%
2023,66,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"$56,119,404","$10,117,806",18%,"$46,001,598",82%
2023,67,Knock at the Cabin,"$54,760,947","$35,397,980",64.6%,"$19,362,967",35.4%
2023,68,Mummies,"$54,475,970","$4,275,970",7.8%,"$50,200,000",92.2%
2023,69,Jesus Revolution,"$54,295,801","$52,102,987",96%,"$2,192,814",4%
2023,70,Asteroid City,"$53,855,838","$28,153,025",52.3%,"$25,702,813",47.7%
2023,71,Poor Things,"$51,784,033","$25,414,760",49.1%,"$26,369,273",50.9%
2023,72,The Boys in the Boat,"$49,495,775","$47,759,141",96.5%,"$1,736,634",3.5%
2023,73,Operation Fortune: Ruse de Guerre,"$49,091,651","$6,496,125",13.2%,"$42,595,526",86.8%
2023,74,Missing,"$48,767,848","$32,502,025",66.6%,"$16,265,823",33.4%
2023,75,Asterix & Obelix: The Middle Kingdom,"$46,497,678",-,-,"$46,497,678",100%
2023,76,Thanksgiving,"$46,479,929","$31,908,884",68.7%,"$14,571,045",31.3%
2023,77,Ruby Gillman: Teenage Kraken,"$45,522,036","$15,753,600",34.6%,"$29,768,436",65.4%
2023,78,Renaissance: A Film by Beyoncé,"$44,036,689","$33,889,684",77%,"$10,100,000",22.9%
2023,79,Son of a Rich 2,"$41,185,965",-,-,"$41,185,965",100%
2023,80,80 for Brady,"$40,362,938","$39,330,588",97.4%,"$1,032,350",2.6%
2023,81,"Miraculous: Ladybug & Cat Noir, the Movie","$40,072,896",-,-,"$40,072,896",100%
2023,82,There's Still Tomorrow,"$38,883,607",-,-,"$38,883,607",100%
2023,83,My Big Fat Greek Wedding 3,"$38,829,246","$28,496,030",73.4%,"$10,333,216",26.6%
2023,84,Expend4bles,"$37,917,985","$16,710,153",44.1%,"$21,207,832",55.9%
2023,85,Doraemon the Movie: Nobita's Sky Utopia,"$37,475,850",-,-,"$37,475,850",100%
2023,86,Spy x Family Code: White,"$37,187,620",-,-,"$37,187,620",100%
2023,87,Ferrari,"$36,884,370","$18,358,586",49.8%,"$18,525,784",50.2%
2023,88,Smugglers,"$36,852,130",-,-,"$36,852,130",100%
2023,89,Kingdom 3,"$36,259,522",-,-,"$36,259,522",100%
2023,90,Ride On,"$36,258,730","$128,950",0.4%,"$36,129,780",99.6%
2023,91,Strays,"$36,024,487","$23,988,885",66.6%,"$12,035,602",33.4%
2023,92,The Iron Claw,"$34,652,511","$33,801,616",97.5%,"$850,895",2.5%
2023,93,Alibi.com 2,"$34,117,969",-,-,"$34,117,969",100%
2023,94,Noryang: Deadly Sea,"$34,021,454","$308,871",0.9%,"$33,712,583",99.1%
2023,95,Don't Call it Mystery: The Movie,"$32,488,540",-,-,"$32,488,540",100%
2023,96,The Three Musketeers - Part I: D'Artagnan,"$31,775,688",-,-,"$31,775,688",100%
2023,97,The Holdovers,"$31,708,607","$19,473,490",61.4%,"$12,235,117",38.6%
2023,98,The Bremen Town Musicians,"$30,980,120",-,-,"$30,980,120",100%
2023,99,Tokyo MER,"$30,233,580",-,-,"$30,233,580",100%
2023,100,Concrete Utopia,"$29,423,424",-,-,"$29,423,424",100%
2023,101,BTS: Yet to Come in Cinemas,"$29,291,883","$8,093,270",27.6%,"$21,198,613",72.4%
2023,102,Priscilla,"$29,240,453","$20,864,910",71.4%,"$8,375,543",28.6%
2023,103,Book Club: The Next Chapter,"$29,013,734","$17,581,565",60.6%,"$11,432,169",39.4%
2023,104,Jawan,"$28,499,044","$15,198,530",53.3%,"$13,300,514",46.7%
2023,105,The Wish of the Fairy Fish,"$28,218,581",-,-,"$28,218,581",100%
2023,106,Interstellar 2023  Re-release,"$27,970,920",-,-,"$27,970,920",100%
2023,107,Toy Story 2023 Re-release,"$27,503,758",-,-,"$27,503,758",100%
2023,108,Renfield,"$26,493,921","$17,297,895",65.3%,"$9,196,026",34.7%
2023,109,I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),"$25,125,927",-,-,"$25,125,927",100%
2023,110,Gravity 2023 Re-release (10th Anniversary),"$24,981,634",-,-,"$24,981,634",100%
2023,111,Anatomy of a Fall,"$24,093,438","$4,178,594",17.3%,"$19,914,844",82.7%
2023,112,Shin Jigen! Crayon Shin-chan the Movie,"$23,526,913",-,-,"$23,526,913",100%
2023,113,The Challenge,"$23,404,037",-,-,"$23,404,037",100%
2023,114,Past Lives,"$22,809,752","$10,923,569",47.9%,"$11,886,183",52.1%
2023,115,The Dark Knight 2023 Re-release,"$22,011,318",-,-,"$22,011,318",100%
2023,116,The Last Voyage of the Demeter,"$21,786,169","$13,637,180",62.6%,"$8,148,989",37.4%
2023,117,The Covenant,"$21,632,392","$16,938,039",78.3%,"$4,694,353",21.7%
2023,118,"Are You There God? It's Me, Margaret.","$21,464,043","$20,372,406",94.9%,"$1,091,637",5.1%
2023,119,Radical,"$21,064,898","$8,701,857",41.3%,"$12,363,041",58.7%
2023,120,Saltburn,"$20,955,182","$11,425,829",54.5%,"$9,529,353",45.5%
2023,121,Dumb Money,"$20,683,704","$13,925,356",67.3%,"$6,758,348",32.7%
2023,122,My Happy Marriage,"$19,506,407",-,-,"$19,506,407",100%
2023,123,The House of No Man,"$19,490,980",-,-,"$19,490,980",100%
2023,124,The Three Musketeers - Part II: Milady,"$19,439,685",-,-,"$19,439,685",100%
2023,125,Champions,"$19,159,065","$16,397,335",85.6%,"$2,761,730",14.4%
2023,126,Retribution,"$18,685,751","$6,937,696",37.1%,"$11,748,055",62.9%
2023,127,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"$18,570,915",-,-,"$18,570,915",100%
2023,128,Love Reset,"$18,416,734",-,-,"$18,416,734",100%
2023,129,The Blackening,"$18,169,453","$17,707,207",97.5%,"$462,246",2.5%
2023,130,About My Father,"$18,167,819","$12,089,391",66.5%,"$6,078,428",33.5%
2023,131,One Life,"$18,070,784",-,-,"$18,070,784",100%
2023,132,Mavka: The Forest Song,"$17,867,566",-,-,"$17,867,566",100%
2023,133,Next Goal Wins,"$17,752,927","$6,713,826",37.8%,"$11,039,101",62.2%
2023,134,The Blind,"$17,265,487","$17,265,487",100%,-,-
2023,135,Tokyo Revengers 2: Bloody Halloween - Destiny,"$17,216,567",-,-,"$17,216,567",100%
2023,136,Kitarô Tanjô: Gegege no Nazo,"$16,686,591",-,-,"$16,686,591",100%
2023,137,Hypnotic,"$16,281,937","$4,500,169",27.6%,"$11,781,768",72.4%
2023,138,The Legend & Butterfly,"$16,087,771",-,-,"$16,087,771",100%
2023,139,Die drei ??? - Erbe des Drachen,"$15,860,016",-,-,"$15,860,016",100%
2023,140,Shin Kamen Rider,"$15,787,771",-,-,"$15,787,771",100%
2023,141,Joy Ride,"$15,787,674","$12,897,789",81.7%,"$2,889,885",18.3%
2023,142,Dunki,"$15,441,909","$7,460,159",48.3%,"$7,981,750",51.7%
2023,143,Tonde Saitama: Biwako Yori Ai o Komete,"$15,107,891",-,-,"$15,107,891",100%
2023,144,3 jours max,"$14,978,105",-,-,"$14,978,105",100%
2023,145,A Guilty Conscience,"$14,914,575",-,-,"$14,914,575",100%
2023,146,Tokyo Revengers 2: Bloody Halloween - Decisive Battle,"$14,584,970",-,-,"$14,584,970",100%
2023,147,Dr. Cheon and Lost Talisman,"$14,574,445","$84,362",0.6%,"$14,490,083",99.4%
2023,148,Epic Tails,"$14,499,622",-,-,"$14,499,622",100%
2023,149,Sisu,"$14,281,199","$7,265,622",50.9%,"$7,015,577",49.1%
2023,150,Rehragout-Rendezvous,"$14,127,069",-,-,"$14,127,069",100%
2023,151,Dream Scenario,"$14,083,386","$5,693,190",40.4%,"$2,798,942",19.9%
2023,152,Perfect Days,"$14,049,230",-,-,"$14,049,230",100%
2023,153,His Only Son,"$13,819,781","$12,392,740",89.7%,"$1,427,041",10.3%
2023,154,Jeanne du Barry,"$13,765,230",-,-,"$13,765,230",100%
2023,155,The Point Men,"$13,433,834",-,-,"$13,433,834",100%
2023,156,Championext,"$13,094,271",-,-,"$13,094,271",100%
2023,157,"Manta, Manta: Legacy","$13,078,126",-,-,"$13,078,126",100%
2023,158,Bottoms,"$12,964,438","$12,036,071",92.8%,"$928,367",7.2%
2023,159,Love Again,"$12,696,857","$6,230,837",49.1%,"$6,465,747",50.9%
2023,160,Ocho apellidos marroquís,"$12,571,883",-,-,"$12,571,883",100%
2023,161,American Fiction,"$12,172,311","$12,172,311",100%,-,-
2023,162,Open Season,"$12,158,709",-,-,"$12,158,709",100%
2023,163,The Shift,"$12,134,815","$12,113,907",99.8%,"$20,908",0.2%
2023,164,Salaar,"$11,958,548","$8,929,282",74.7%,"$3,029,266",25.3%
2023,165,Tiger 3,"$11,713,932","$5,365,263",45.8%,"$6,348,669",54.2%
2023,166,Three heroes and the Navel of the Earth,"$11,560,943",-,-,"$11,560,943",100%
2023,167,Face Off 6: The Ticket of Destiny,"$11,538,081",-,-,"$11,538,081",100%
2023,168,After Death,"$11,525,092","$11,478,326",99.6%,"$46,766",0.4%
2023,169,Beau Is Afraid,"$11,480,078","$8,176,562",71.2%,"$3,303,516",28.8%
2023,170,What's Love Got to Do with It?,"$11,108,409",-,-,"$11,108,409",100%
2023,171,Silent Night,"$11,067,228","$8,012,103",72.4%,"$3,055,125",27.6%
2023,172,Samurai Beyond Admiration Record to the World's Best,"$10,876,188",-,-,"$10,876,188",100%
2023,173,Honey Sweet,"$10,765,835",-,-,"$10,765,835",100%
2023,174,The Machine,"$10,664,328","$10,458,331",98.1%,"$205,997",1.9%
2023,175,After Everything,"$10,641,434",-,-,"$10,641,434",100%
2023,176,The Nightmare Before Christmas 30th Anniversary Re-Release,"$10,431,631","$10,251,956",98.3%,"$179,675",1.7%
2023,177,Sleep,"$10,392,498",-,-,"$10,392,498",100%
2023,178,The Crime Is Mine,"$10,354,982","$83,854",0.8%,"$10,271,128",99.2%
2023,179,Sun and Concrete,"$10,119,958",-,-,"$10,119,958",100%
2023,180,The Lord of the Rings: The Return of the King 2023 Re-release (20th Anniversary),"$9,736,432","$1,176,085",12.1%,"$8,560,347",87.9%
2023,181,The Peasants,"$9,712,376","$25,207",0.3%,"$9,687,169",99.7%
2023,182,Talk to Her Undated France Release,"$9,550,733",-,-,"$9,549,770",100%
2023,183,Kandahar,"$9,387,311","$4,813,132",51.3%,"$4,574,179",48.7%
2023,184,House Party,"$9,285,747","$9,002,247",96.9%,"$283,500",3.1%
2023,185,Freelance,"$9,112,817","$5,314,136",58.3%,"$3,798,681",41.7%
2023,186,All Your Faces,"$9,056,053",-,-,"$9,056,053",100%
2023,187,Les Segpa au ski,"$8,975,976",-,-,"$8,975,976",100%
2023,188,The Wandering Earth II,"$8,854,786","$5,023,132",56.7%,"$3,831,654",43.3%
2023,189,The Braid,"$8,808,879",-,-,"$8,808,879",100%
2023,190,Father & Soldier,"$8,598,322",-,-,"$8,598,322",100%
2023,191,The Animal Kingdom,"$8,540,150",-,-,"$8,540,150",100%
2023,192,PreCure All Stars F,"$8,519,569",-,-,"$8,519,569",100%
2023,193,Dream,"$8,317,251",-,-,"$8,317,251",100%
2023,194,Vacaciones de verano,"$8,209,854",-,-,"$8,209,854",100%
2023,195,Weekend Rebels,"$8,184,539",-,-,"$8,184,539",100%
2023,196,On the Wandering Paths,"$8,174,394",-,-,"$8,174,394",100%
2023,197,Jungle Bunch: Operation Meltdown,"$8,118,039",-,-,"$8,118,039",100%
2023,198,Ransomed,"$8,101,634","$142,101",1.8%,"$7,959,533",98.2%
2023,199,Cats in the Museum,"$8,093,685",-,-,"$8,093,685",100%
2023,200,Cobweb,"$8,052,602",-,-,"$8,052,602",100%
